Transription Units,TU BNum,TU EcoCycID,First Gene,Last Gene,TU Start,TU End,TU Length,TU RNA Deg Rate,Avg Deg Rate,Stdev Deg Rate
"[fhuC, fhuD, fhuB]","(b0151, b0152, b0153)","[EG10304, EG10305, EG10303]",b0151,b0153,169778,173444,3666,"[264.0, 198.0, 264.0]",242.0,31.1126983722
[fhuC],"(b0151,)",[EG10304],b0151,b0151,169778,170575,797,[264.0],264.0,0.0
[fhuD],"(b0152,)",[EG10305],b0152,b0152,170575,171465,890,[198.0],198.0,0.0
"[fhuD, fhuB]","(b0152, b0153)","[EG10305, EG10303]",b0152,b0153,170575,173444,2869,"[198.0, 264.0]",231.0,33.0
[hemL],"(b0154,)",[EG10432],b0154,b0154,173602,174882,1280,[348.0],348.0,0.0
[clcA],"(b0155,)",[EG12331],b0155,b0155,175107,176528,1421,[240.0],240.0,0.0
"[clcA, erpA]","(b0155, b0156)","[EG12331, EG12332]",b0155,b0156,175107,176954,1847,"[240.0, 344.82]",292.41,52.41
[erpA],"(b0156,)",[EG12332],b0156,b0156,176610,176954,344,[344.82],344.82,0.0
"[yadS, btuF, mtn]","(b0157, b0158, b0159)","[EG12333, EG12334, EG11090]",b0157,b0159,177001,179153,2152,"[312.0, 258.0, 344.82]",304.94,35.7939547969
[yadS],"(b0157,)",[EG12333],b0157,b0157,177001,177624,623,[312.0],312.0,0.0
"[btuF, mtn]","(b0158, b0159)","[EG12334, EG11090]",b0158,b0159,177662,179153,1491,"[258.0, 344.82]",301.41,43.41
[mtn],"(b0159,)",[EG11090],b0159,b0159,178455,179153,698,[344.82],344.82,0.0
"[dgt, degP]","(b0160, b0161)","[EG10225, EG10463]",b0160,b0161,179237,182308,3071,"[252.0, 204.0]",228.0,24.0
[dgt],"(b0160,)",[EG10225],b0160,b0160,179237,180754,1517,[252.0],252.0,0.0
[degP],"(b0161,)",[EG10463],b0161,b0161,180884,182308,1424,[204.0],204.0,0.0
[cdaR],"(b0162,)",[EG12335],b0162,b0162,182463,183620,1157,[444.0],444.0,0.0
"[yaeH, yaeI, dapD]","(b0163, b0164, b0166)","[EG12336, EG12337, EG10207]",b0163,b0166,183709,185947,2238,"[822.0, 420.0, 222.0]",488.0,249.623716822
[yaeH],"(b0163,)",[EG12336],b0163,b0163,183709,184095,386,[822.0],822.0,0.0
"[yaeI, dapD]","(b0164, b0166)","[EG12337, EG10207]",b0164,b0166,184257,185947,1690,"[420.0, 222.0]",321.0,99.0
"[dapD, glnD, map]","(b0166, b0167, b0168)","[EG10207, EG11411, EG10570]",b0166,b0168,185123,189506,4383,"[222.0, 156.0, 186.0]",188.0,26.9814751265
"[dapD, glnD]","(b0166, b0167)","[EG10207, EG11411]",b0166,b0167,185123,188650,3527,"[222.0, 156.0]",189.0,33.0
[dapD],"(b0166,)",[EG10207],b0166,b0166,185123,185947,824,[222.0],222.0,0.0
[glnD],"(b0167,)",[EG11411],b0167,b0167,185978,188650,2672,[156.0],156.0,0.0
"[glnD, map]","(b0167, b0168)","[EG11411, EG10570]",b0167,b0168,185978,189506,3528,"[156.0, 186.0]",171.0,15.0
[map],"(b0168,)",[EG10570],b0168,b0168,188712,189506,794,[186.0],186.0,0.0
"[tff, rpsB, tsf, pyrH]","(b4414, b0169, b0170, b0171)","[G0-8895, EG10901, EG11033, EG11539]",b4414,b0171,189712,192580,2868,"[344.82, 264.0, 186.0, 234.0]",257.205,57.7303739378
"[tff, rpsB, tsf, pyrH, frr]","(b4414, b0169, b0170, b0171, b0172)","[G0-8895, EG10901, EG11033, EG11539, EG10335]",b4414,b0172,189712,193429,3717,"[344.82, 264.0, 186.0, 234.0, 162.0]",238.164,64.1597660844
"[tff, rpsB, tsf]","(b4414, b0169, b0170)","[G0-8895, EG10901, EG11033]",b4414,b0170,189712,191708,1996,"[344.82, 264.0, 186.0]",264.94,64.841400355
"[tff, rpsB]","(b4414, b0169)","[G0-8895, EG10901]",b4414,b0169,189712,190599,887,"[344.82, 264.0]",304.41,40.41
[tff],"(b4414,)",[G0-8895],b4414,b4414,189712,189847,135,[344.82],344.82,0.0
"[rpsB, tsf, pyrH]","(b0169, b0170, b0171)","[EG10901, EG11033, EG11539]",b0169,b0171,189874,192580,2706,"[264.0, 186.0, 234.0]",228.0,32.1247568084
"[rpsB, tsf]","(b0169, b0170)","[EG10901, EG11033]",b0169,b0170,189874,191708,1834,"[264.0, 186.0]",225.0,39.0
[rpsB],"(b0169,)",[EG10901],b0169,b0169,189874,190599,725,[264.0],264.0,0.0
"[rpsB, tsf, pyrH, frr]","(b0169, b0170, b0171, b0172)","[EG10901, EG11033, EG11539, EG10335]",b0169,b0172,189874,193429,3555,"[264.0, 186.0, 234.0, 162.0]",211.5,39.8842074009
[tsf],"(b0170,)",[EG11033],b0170,b0170,190857,191708,851,[186.0],186.0,0.0
"[tsf, pyrH, frr, dxr]","(b0170, b0171, b0172, b0173)","[EG11033, EG11539, EG10335, EG12715]",b0170,b0173,190857,194717,3860,"[186.0, 234.0, 162.0, 252.0]",208.5,36.0936282465
"[tsf, pyrH, frr]","(b0170, b0171, b0172)","[EG11033, EG11539, EG10335]",b0170,b0172,190857,193429,2572,"[186.0, 234.0, 162.0]",194.0,29.9332590942
"[tsf, pyrH]","(b0170, b0171)","[EG11033, EG11539]",b0170,b0171,190857,192580,1723,"[186.0, 234.0]",210.0,24.0
"[pyrH, frr]","(b0171, b0172)","[EG11539, EG10335]",b0171,b0172,191855,193429,1574,"[234.0, 162.0]",198.0,36.0
"[pyrH, frr, dxr]","(b0171, b0172, b0173)","[EG11539, EG10335, EG12715]",b0171,b0173,191855,194717,2862,"[234.0, 162.0, 252.0]",216.0,38.8844441904
[pyrH],"(b0171,)",[EG11539],b0171,b0171,191855,192580,725,[234.0],234.0,0.0
"[frr, dxr, ispU, cdsA]","(b0172, b0173, b0174, b0175)","[EG10335, EG12715, G6092, EG10139]",b0172,b0175,192872,196534,3662,"[162.0, 252.0, 150.0, 258.0]",205.5,49.7267533628
"[frr, dxr]","(b0172, b0173)","[EG10335, EG12715]",b0172,b0173,192872,194717,1845,"[162.0, 252.0]",207.0,45.0
"[frr, dxr, ispU]","(b0172, b0173, b0174)","[EG10335, EG12715, G6092]",b0172,b0174,192872,195664,2792,"[162.0, 252.0, 150.0]",188.0,45.519226707
[frr],"(b0172,)",[EG10335],b0172,b0172,192872,193429,557,[162.0],162.0,0.0
"[dxr, ispU, cdsA]","(b0173, b0174, b0175)","[EG12715, G6092, EG10139]",b0173,b0175,193521,196534,3013,"[252.0, 150.0, 258.0]",220.0,49.5580467735
[ispU],"(b0174,)",[G6092],b0174,b0174,194903,195664,761,[150.0],150.0,0.0
"[ispU, cdsA]","(b0174, b0175)","[G6092, EG10139]",b0174,b0175,194903,196534,1631,"[150.0, 258.0]",204.0,54.0
"[ispU, cdsA, rseP]","(b0174, b0175, b0176)","[G6092, EG10139, EG12436]",b0174,b0176,194903,197898,2995,"[150.0, 258.0, 180.0]",196.0,45.519226707
[cdsA],"(b0175,)",[EG10139],b0175,b0175,195677,196534,857,[258.0],258.0,0.0
"[cdsA, rseP]","(b0175, b0176)","[EG10139, EG12436]",b0175,b0176,195677,197898,2221,"[258.0, 180.0]",219.0,39.0
[rseP],"(b0176,)",[EG12436],b0176,b0176,196546,197898,1352,[180.0],180.0,0.0
[bamA],"(b0177,)",[G6093],b0177,b0177,197928,200360,2432,[132.0],132.0,0.0
"[bamA, skp]","(b0177, b0178)","[G6093, EG10455]",b0177,b0178,197928,200967,3039,"[132.0, 344.82]",238.41,106.41
"[skp, lpxD, fabZ]","(b0178, b0179, b0180)","[EG10455, EG10316, EG11284]",b0178,b0180,200482,202556,2074,"[344.82, 186.0, 342.0]",290.94,74.2127158916
"[skp, lpxD, fabZ, lpxA]","(b0178, b0179, b0180, b0181)","[EG10455, EG10316, EG11284, EG10545]",b0178,b0181,200482,203348,2866,"[344.82, 186.0, 342.0, 462.0]",333.705,98.0672273239
"[skp, lpxD]","(b0178, b0179)","[EG10455, EG10316]",b0178,b0179,200482,201996,1514,"[344.82, 186.0]",265.41,79.41
"[skp, lpxD, fabZ, lpxA, lpxB]","(b0178, b0179, b0180, b0181, b0182)","[EG10455, EG10316, EG11284, EG10545, EG10546]",b0178,b0182,200482,204496,4014,"[344.82, 186.0, 342.0, 462.0, 402.0]",347.364,91.8695705008
[skp],"(b0178,)",[EG10455],b0178,b0178,200482,200967,485,[344.82],344.82,0.0
"[lpxD, fabZ, lpxA]","(b0179, b0180, b0181)","[EG10316, EG11284, EG10545]",b0179,b0181,200971,203348,2377,"[186.0, 342.0, 462.0]",330.0,112.995575135
"[fabZ, lpxA]","(b0180, b0181)","[EG11284, EG10545]",b0180,b0181,202101,203348,1247,"[342.0, 462.0]",402.0,60.0
"[fabZ, lpxA, lpxB, rnhB]","(b0180, b0181, b0182, b0183)","[EG11284, EG10545, EG10546, EG10861]",b0180,b0183,202101,205089,2988,"[342.0, 462.0, 402.0, 324.0]",382.5,54.2286824476
"[fabZ, lpxA, lpxB]","(b0180, b0181, b0182)","[EG11284, EG10545, EG10546]",b0180,b0182,202101,204496,2395,"[342.0, 462.0, 402.0]",402.0,48.9897948557
[fabZ],"(b0180,)",[EG11284],b0180,b0180,202101,202556,455,[342.0],342.0,0.0
[lpxA],"(b0181,)",[EG10545],b0181,b0181,202560,203348,788,[462.0],462.0,0.0
"[lpxA, lpxB]","(b0181, b0182)","[EG10545, EG10546]",b0181,b0182,202560,204496,1936,"[462.0, 402.0]",432.0,30.0
"[lpxA, lpxB, rnhB]","(b0181, b0182, b0183)","[EG10545, EG10546, EG10861]",b0181,b0183,202560,205089,2529,"[462.0, 402.0, 324.0]",396.0,56.4977875673
[lpxB],"(b0182,)",[EG10546],b0182,b0182,203348,204496,1148,[402.0],402.0,0.0
"[lpxB, rnhB]","(b0182, b0183)","[EG10546, EG10861]",b0182,b0183,203348,205089,1741,"[402.0, 324.0]",363.0,39.0
[rnhB],"(b0183,)",[EG10861],b0183,b0183,204493,205089,596,[324.0],324.0,0.0
[accA],"(b0185,)",[EG11647],b0185,b0185,208621,209580,959,[366.0],366.0,0.0
[ldcC],"(b0186,)",[G6094],b0186,b0186,209679,211820,2141,[300.0],300.0,0.0
"[yaeR, tilS]","(b0187, b0188)","[G6095, G6096]",b0187,b0188,211877,213629,1752,"[312.0, 252.0]",282.0,30.0
[yaeR],"(b0187,)",[G6095],b0187,b0187,211877,212266,389,[312.0],312.0,0.0
[tilS],"(b0188,)",[G6096],b0188,b0188,212331,213629,1298,[252.0],252.0,0.0
"[rof, yaeP]","(b0189, b4406)","[G6097, G372]",b0189,b4406,213678,214125,447,"[276.0, 344.82]",310.41,34.41
[yaeQ],"(b0190,)",[G6098],b0190,b0190,214291,214836,545,[300.0],300.0,0.0
"[yaeQ, arfB]","(b0190, b0191)","[G6098, EG12354]",b0190,b0191,214291,215255,964,"[300.0, 300.0]",300.0,0.0
"[yaeQ, arfB, nlpE]","(b0190, b0191, b0192)","[G6098, EG12354, EG12137]",b0190,b0192,214291,215979,1688,"[300.0, 300.0, 252.0]",284.0,22.627416998
[nlpE],"(b0192,)",[EG12137],b0192,b0192,215269,215979,710,[252.0],252.0,0.0
"[yaeF, proS]","(b0193, b0194)","[EG12138, EG10770]",b0193,b0194,216179,218775,2596,"[366.0, 168.0]",267.0,99.0
[proS],"(b0194,)",[EG10770],b0194,b0194,217057,218775,1718,[168.0],168.0,0.0
"[proS, tsaA, rcsF]","(b0194, b0195, b0196)","[EG10770, EG11503, EG11502]",b0194,b0196,217057,219995,2938,"[168.0, 396.0, 210.0]",258.0,99.075728612
"[tsaA, rcsF]","(b0195, b0196)","[EG11503, EG11502]",b0195,b0196,218887,219995,1108,"[396.0, 210.0]",303.0,93.0
"[tsaA, rcsF, metQ, metI]","(b0195, b0196, b0197, b0198)","[EG11503, EG11502, EG11504, EG11737]",b0195,b0198,218887,221621,2734,"[396.0, 210.0, 390.0, 150.0]",286.5,108.612844544
[rcsF],"(b0196,)",[EG11502],b0196,b0196,219591,219995,404,[210.0],210.0,0.0
"[rcsF, metQ, metI, metN]","(b0196, b0197, b0198, b0199)","[EG11502, EG11504, EG11737, EG11621]",b0196,b0199,219591,222645,3054,"[210.0, 390.0, 150.0, 344.82]",273.705,97.394974588
"[metQ, metI]","(b0197, b0198)","[EG11504, EG11737]",b0197,b0198,220113,221621,1508,"[390.0, 150.0]",270.0,120.0
"[metQ, metI, metN]","(b0197, b0198, b0199)","[EG11504, EG11737, EG11621]",b0197,b0199,220113,222645,2532,"[390.0, 150.0, 344.82]",294.94,104.134562946
[metQ],"(b0197,)",[EG11504],b0197,b0197,220113,220928,815,[390.0],390.0,0.0
[metI],"(b0198,)",[EG11737],b0198,b0198,220968,221621,653,[150.0],150.0,0.0
"[metI, metN]","(b0198, b0199)","[EG11737, EG11621]",b0198,b0199,220968,222645,1677,"[150.0, 344.82]",247.41,97.41
[metN],"(b0199,)",[EG11621],b0199,b0199,221614,222645,1031,[344.82],344.82,0.0
"[gmhB, rrsH]","(b0200, b0201)","[EG11736, EG30090]",b0200,b0201,222833,225312,2479,"[204.0, 172800.0]",86502.0,86298.0
[gmhB],"(b0200,)",[EG11736],b0200,b0200,222833,223408,575,[204.0],204.0,0.0
"[rrsH, ileV]","(b0201, b0202)","[EG30090, EG30045]",b0201,b0202,223771,225457,1686,"[172800.0, 172800.0]",172800.0,0.0
[rrsH],"(b0201,)",[EG30090],b0201,b0201,223771,225312,1541,[172800.0],172800.0,0.0
"[rrsH, ileV, alaV]","(b0201, b0202, b0203)","[EG30090, EG30045, EG30010]",b0201,b0203,223771,225575,1804,"[172800.0, 172800.0, 172800.0]",172800.0,0.0
"[ileV, alaV]","(b0202, b0203)","[EG30045, EG30010]",b0202,b0203,225381,225575,194,"[172800.0, 172800.0]",172800.0,0.0
[ileV],"(b0202,)",[EG30045],b0202,b0202,225381,225457,76,[172800.0],172800.0,0.0
[rrlH],"(b0204,)",[EG30083],b0204,b0204,225759,228662,2903,[172800.0],172800.0,0.0
[rrfH],"(b0205,)",[EG30076],b0205,b0205,228756,228875,119,[172800.0],172800.0,0.0
"[rrfH, aspU]","(b0205, b0206)","[EG30076, EG30024]",b0205,b0206,228756,229004,248,"[172800.0, 172800.0]",172800.0,0.0
[dkgB],"(b0207,)",[EG11648],b0207,b0207,229167,229970,803,[324.0],324.0,0.0
[yafC],"(b0208,)",[EG11649],b0208,b0208,229967,230881,914,[366.0],366.0,0.0
[yafD],"(b0209,)",[EG11650],b0209,b0209,231122,231922,800,[138.0],138.0,0.0
[mltD],"(b0211,)",[EG10246],b0211,b0211,232597,233955,1358,[132.0],132.0,0.0
"[gloB, yafS, rnhA]","(b0212, b0213, b0214)","[G6099, G6100, EG10860]",b0212,b0214,234027,236002,1975,"[1380.0, 240.0, 324.0]",648.0,518.736927546
[gloB],"(b0212,)",[G6099],b0212,b0212,234027,234782,755,[1380.0],1380.0,0.0
[yafS],"(b0213,)",[G6100],b0213,b0213,234816,235538,722,[240.0],240.0,0.0
[rnhA],"(b0214,)",[EG10860],b0214,b0214,235535,236002,467,[324.0],324.0,0.0
"[dnaQ, aspV]","(b0215, b0216)","[EG10243, EG30025]",b0215,b0216,236067,237007,940,"[288.0, 172800.0]",86544.0,86256.0
[dnaQ],"(b0215,)",[EG10243],b0215,b0215,236067,236798,731,[288.0],288.0,0.0
[yafT],"(b0217,)",[G6101],b0217,b0217,237335,238120,785,[396.0],396.0,0.0
[ykfM],"(b4586,)",[G0-10583],b4586,b4586,238257,238736,479,[344.82],344.82,0.0
[yafV],"(b0219,)",[G6103],b0219,b0219,239419,240189,770,[252.0],252.0,0.0
[ivy],"(b0220,)",[G6104],b0220,b0220,240343,240816,473,[420.0],420.0,0.0
"[gmhA, yafJ]","(b0222, b0223)","[G6106, G6107]",b0222,b0223,243543,245094,1551,"[318.0, 138.0]",228.0,90.0
[gmhA],"(b0222,)",[G6106],b0222,b0222,243543,244121,578,[318.0],318.0,0.0
[yafJ],"(b0223,)",[G6107],b0223,b0223,244327,245094,767,[138.0],138.0,0.0
"[yafK, yafQ, dinJ]","(b0224, b0225, b0226)","[G6108, G6109, G6110]",b0224,b0226,245065,246502,1437,"[156.0, 294.0, 168.0]",206.0,62.4179461373
[yafK],"(b0224,)",[G6108],b0224,b0224,245065,245805,740,[156.0],156.0,0.0
"[yafQ, dinJ]","(b0225, b0226)","[G6109, G6110]",b0225,b0226,245961,246502,541,"[294.0, 168.0]",231.0,63.0
[dinJ],"(b0226,)",[G6110],b0226,b0226,246242,246502,260,[168.0],168.0,0.0
[yafL],"(b0227,)",[G6111],b0227,b0227,246712,247461,749,[396.0],396.0,0.0
[rayT],"(b0228,)",[G6112],b0228,b0228,247637,248134,497,[504.0],504.0,0.0
[dinB],"(b0231,)",[G6115],b0231,b0231,250898,251953,1055,[336.0],336.0,0.0
"[dinB, yafN]","(b0231, b0232)","[G6115, G6116]",b0231,b0232,250898,252298,1400,"[336.0, 438.0]",387.0,51.0
[yafN],"(b0232,)",[G6116],b0232,b0232,252005,252298,293,[438.0],438.0,0.0
"[yafN, yafO, yafP]","(b0232, b0233, b0234)","[G6116, G6117, G6118]",b0232,b0234,252005,253161,1156,"[438.0, 312.0, 462.0]",404.0,65.7875368136
"[yafN, yafO]","(b0232, b0233)","[G6116, G6117]",b0232,b0233,252005,252699,694,"[438.0, 312.0]",375.0,63.0
[prfH],"(b0236,)",[EG11496],b0236,b0236,253702,254202,500,[402.0],402.0,0.0
[pepD],"(b0237,)",[EG10695],b0237,b0237,254259,255716,1457,[228.0],228.0,0.0
"[gpt, frsA]","(b0238, b0239)","[EG10414, EG11091]",b0238,b0239,255977,257771,1794,"[344.82, 222.0]",283.41,61.41
[gpt],"(b0238,)",[EG10414],b0238,b0238,255977,256435,458,[344.82],344.82,0.0
"[frsA, crl]","(b0239, b0240)","[EG11091, EG11092]",b0239,b0240,256527,259006,2479,"[222.0, 192.0]",207.0,15.0
[frsA],"(b0239,)",[EG11091],b0239,b0239,256527,257771,1244,[222.0],222.0,0.0
"[proB, proA, thrW, ykfN]","(b0242, b0243, b0244, b4626)","[EG10768, EG10767, EG30104, ]",b0242,b4626,260388,263212,2824,"[210.0, 156.0, 172800.0]",57722.0,81372.4371517
"[proB, proA, thrW]","(b0242, b0243, b0244)","[EG10768, EG10767, EG30104]",b0242,b0244,260388,262946,2558,"[210.0, 156.0, 172800.0]",57722.0,81372.4371517
[proB],"(b0242,)",[EG10768],b0242,b0242,260388,261491,1103,[210.0],210.0,0.0
"[proB, proA]","(b0242, b0243)","[EG10768, EG10767]",b0242,b0243,260388,262756,2368,"[210.0, 156.0]",183.0,27.0
[proA],"(b0243,)",[EG10767],b0243,b0243,261503,262756,1253,[156.0],156.0,0.0
"[proA, thrW]","(b0243, b0244)","[EG10767, EG30104]",b0243,b0244,261503,262946,1443,"[156.0, 172800.0]",86478.0,86322.0
[thrW],"(b0244,)",[EG30104],b0244,b0244,262871,262946,75,[172800.0],172800.0,0.0
"[thrW, ykfN, ykfI]","(b0244, b4626, b0245)","[EG30104, , G6120]",b0244,b0245,262871,263669,798,"[172800.0, 426.0]",86613.0,86187.0
[ykfN],"(b4626,)",[],b4626,b4626,263150,263212,62,[],,
"[ykfG, yafX]","(b0247, b0248)","[G6122, G6123]",b0247,b0248,264256,265206,950,"[336.0, 312.0]",324.0,12.0
[ykfF],"(b0249,)",[G6124],b0249,b0249,265304,265543,239,[474.0],474.0,0.0
[ykfB],"(b0250,)",[G6125],b0250,b0250,265620,266087,467,[390.0],390.0,0.0
[ykfA],"(b0253,)",[G6128],b0253,b0253,268097,268960,863,[282.0],282.0,0.0
[perR],"(b0254,)",[G6129],b0254,b0254,269289,270182,893,[344.82],344.82,0.0
"[insN, insI1, eyeA]","(b4587, b0256, b4690)","[G6130, G6131, G0-10696]",b4587,b4690,270278,272654,2376,"[402.0, 258.0, 344.82]",334.94,59.2014121453
[eyeA],"(b4690,)",[G0-10696],b4690,b4690,272580,272654,74,[344.82],344.82,0.0
"[eyeA, ykfC]","(b4690, b0258)","[G0-10696, G6133]",b4690,b0258,272580,273954,1374,"[344.82, 288.0]",316.41,28.41
[mmuP],"(b0260,)",[G6135],b0260,b0260,275325,276728,1403,[288.0],288.0,0.0
"[mmuP, mmuM]","(b0260, b0261)","[G6135, G6136]",b0260,b0261,275325,277647,2322,"[288.0, 186.0]",237.0,51.0
[mmuM],"(b0261,)",[G6136],b0261,b0261,276715,277647,932,[186.0],186.0,0.0
"[mmuM, afuC]","(b0261, b0262)","[G6136, EG12340]",b0261,b0262,276715,278802,2087,"[186.0, 276.0]",231.0,45.0
"[afuC, afuB]","(b0262, b0263)","[EG12340, G6137]",b0262,b0263,277756,279161,1405,"[276.0, 324.0]",300.0,24.0
"[afuB, insB1, insA]","(b0263, b0264, b0265)","[G6137, G6138, G6139]",b0263,b0265,278814,279875,1061,"[324.0, 216.0, 282.0]",274.0,44.4522215418
"[insB1, insA, insI1, insX]","(b0264, b0265, b4708, b4505)","[G6138, G6139, G0-16679, G0-10433]",b0264,b4505,279178,280362,1184,"[216.0, 282.0, 344.82]",280.94,52.5958857707
"[insB1, insA]","(b0264, b0265)","[G6138, G6139]",b0264,b0265,279178,279875,697,"[216.0, 282.0]",249.0,33.0
"[insA, insI1, insX, yagB]","(b0265, b4708, b4505, b0266)","[G6139, G0-16679, G0-10433, EG12339]",b0265,b0266,279600,280735,1135,"[282.0, 344.82, 396.0]",340.94,46.6211025181
"[insA, insI1, insX]","(b0265, b4708, b4505)","[G6139, G0-16679, G0-10433]",b0265,b4505,279600,280362,762,"[282.0, 344.82]",313.41,31.41
"[insI1, insX]","(b4708, b4505)","[G0-16679, G0-10433]",b4708,b4505,279931,280362,431,[344.82],344.82,0.0
"[insI1, insX, yagB]","(b4708, b4505, b0266)","[G0-16679, G0-10433, EG12339]",b4708,b0266,279931,280735,804,"[344.82, 396.0]",370.41,25.59
[insX],"(b4505,)",[G0-10433],b4505,b4505,280114,280362,248,[344.82],344.82,0.0
[yagB],"(b0266,)",[EG12339],b0266,b0266,280427,280735,308,[396.0],396.0,0.0
[yagE],"(b0268,)",[G6140],b0268,b0268,282278,283186,908,[474.0],474.0,0.0
[yagG],"(b0270,)",[G6142],b0270,b0270,285395,286777,1382,[522.0],522.0,0.0
"[yagG, yagH, yagI]","(b0270, b0271, b0272)","[G6142, G6143, G6144]",b0270,b0272,285395,289162,3767,"[522.0, 344.82, 408.0]",424.94,73.3185324458
"[yagG, yagH]","(b0270, b0271)","[G6142, G6143]",b0270,b0271,285395,288399,3004,"[522.0, 344.82]",433.41,88.59
"[yagH, yagI]","(b0271, b0272)","[G6143, G6144]",b0271,b0272,286789,289162,2373,"[344.82, 408.0]",376.41,31.59
[yagH],"(b0271,)",[G6143],b0271,b0271,286789,288399,1610,[344.82],344.82,0.0
"[yagI, argF]","(b0272, b0273)","[G6144, EG10067]",b0272,b0273,288404,290305,1901,"[408.0, 210.0]",309.0,99.0
[yagI],"(b0272,)",[G6144],b0272,b0272,288404,289162,758,[408.0],408.0,0.0
[argF],"(b0273,)",[EG10067],b0273,b0273,289301,290305,1004,[210.0],210.0,0.0
[insB1],"(b0274,)",[G6145],b0274,b0274,290649,291152,503,[],,
"[yagN, intF]","(b0280, b0281)","[G6151, G6152]",b0280,b0281,295139,297096,1957,"[312.0, 378.0]",345.0,33.0
[yagN],"(b0280,)",[G6151],b0280,b0280,295139,295579,440,[312.0],312.0,0.0
"[yagN, intF, ptwF]","(b0280, b0281, b4629)","[G6151, G6152, ]",b0280,b4629,295139,297254,2115,"[312.0, 378.0]",345.0,33.0
"[intF, ptwF]","(b0281, b4629)","[G6152, ]",b0281,b4629,295696,297254,1558,[378.0],378.0,0.0
[intF],"(b0281,)",[G6152],b0281,b0281,295696,297096,1400,[378.0],378.0,0.0
"[yagP, ykgT, paoD]","(b4694, b4695, b0283)","[G6153, G6153, G6154]",b4694,b0283,297381,298726,1345,"[444.0, 444.0, 456.0]",448.0,5.65685424949
"[paoB, paoA]","(b0285, b0286)","[G6156, G6157]",b0285,b0286,300931,302573,1642,"[378.0, 456.0]",417.0,39.0
[yagU],"(b0287,)",[G6158],b0287,b0287,302991,303605,614,[264.0],264.0,0.0
"[yagU, ykgJ]","(b0287, b0288)","[G6158, G6159]",b0287,b0288,302991,304182,1191,"[264.0, 336.0]",300.0,36.0
[ecpE],"(b0289,)",[G6160],b0289,b0289,304495,305205,710,[450.0],450.0,0.0
[ecpD],"(b0290,)",[G6161],b0290,b0290,305174,306817,1643,[344.82],344.82,0.0
"[ecpB, ecpA]","(b0292, b0293)","[G6163, G6164]",b0292,b0293,309358,310671,1313,"[324.0, 456.0]",390.0,66.0
"[ecpA, ecpR]","(b0293, b0294)","[G6164, G6165]",b0293,b0294,310084,311336,1252,"[456.0, 342.0]",399.0,57.0
"[insE1, insF1]","(b0298, b0299)","[G6168, G6169]",b0298,b0299,315291,316453,1162,"[330.0, 246.0]",288.0,42.0
[insE1],"(b0298,)",[G6168],b0298,b0298,315291,315590,299,[330.0],330.0,0.0
[ykgA],"(b0300,)",[G6170],b0300,b0300,316486,317169,683,[312.0],312.0,0.0
"[rclR, ykgE]","(b0305, b0306)","[G6175, G6176]",b0305,b0306,320227,322327,2100,"[408.0, 344.82]",376.41,31.59
[rclR],"(b0305,)",[G6175],b0305,b0305,320227,321081,854,[408.0],408.0,0.0
[ykgE],"(b0306,)",[G6176],b0306,b0306,321608,322327,719,[344.82],344.82,0.0
"[ykgE, ykgF, ykgG]","(b0306, b0307, b0308)","[G6176, G6177, G6178]",b0306,b0308,321608,324453,2845,"[344.82, 390.0, 312.0]",348.94,31.9763537634
"[ykgE, ykgF]","(b0306, b0307)","[G6176, G6177]",b0306,b0307,321608,323765,2157,"[344.82, 390.0]",367.41,22.59
[ykgF],"(b0307,)",[G6177],b0307,b0307,322338,323765,1427,[390.0],390.0,0.0
"[ykgF, ykgG]","(b0307, b0308)","[G6177, G6178]",b0307,b0308,322338,324453,2115,"[390.0, 312.0]",351.0,39.0
[ykgG],"(b0308,)",[G6178],b0308,b0308,323758,324453,695,[312.0],312.0,0.0
"[betA, betB, betI]","(b0311, b0312, b0313)","[EG10109, EG10110, EG10111]",b0311,b0313,325577,329334,3757,"[384.0, 330.0, 324.0]",346.0,26.9814751265
[betA],"(b0311,)",[EG10109],b0311,b0311,325577,327247,1670,[384.0],384.0,0.0
"[betB, betI]","(b0312, b0313)","[EG10110, EG10111]",b0312,b0313,327261,329334,2073,"[330.0, 324.0]",327.0,3.0
[betB],"(b0312,)",[EG10110],b0312,b0312,327261,328733,1472,[330.0],330.0,0.0
[betI],"(b0313,)",[EG10111],b0313,b0313,328747,329334,587,[324.0],324.0,0.0
[betT],"(b0314,)",[EG10112],b0314,b0314,329463,331496,2033,[702.0],702.0,0.0
[yahA],"(b0315,)",[EG11236],b0315,b0315,332371,333459,1088,[450.0],450.0,0.0
[yahB],"(b0316,)",[G6181],b0316,b0316,333501,334433,932,[498.0],498.0,0.0
[yahD],"(b0318,)",[G6183],b0318,b0318,335280,335885,605,[384.0],384.0,0.0
"[yahG, yahI]","(b0321, b0323)","[G6186, G6188]",b0321,b0323,338325,341115,2790,"[396.0, 360.0]",378.0,18.0
[yahG],"(b0321,)",[G6186],b0321,b0321,338325,339743,1418,[396.0],396.0,0.0
[yahJ],"(b0324,)",[G6189],b0324,b0324,341125,342507,1382,[344.82],344.82,0.0
[yahK],"(b0325,)",[G6190],b0325,b0325,342884,343933,1049,[342.0],342.0,0.0
[yahO],"(b0329,)",[G6194],b0329,b0329,346484,346759,275,[344.82],344.82,0.0
