	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
False	EG12068	napF	ferredoxin-type protein	characterized	characterized	1.45372644457E-07	0.00	0.805	0.353	0.361	N	N	N	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA	Carrier; Energy metabolism, carbon: Electron transport	Required for NapAB nitrate-dependent growth with ubiquinone; not essential for electron transfer from ubiquinol or menaquinol to NapAB (Brondijk, 2002); may have energy-conservng role in ubiquinol oxidation; non-haem, iron-sulfur protein	Met 	N/A
False	EG12101	feoA	ferrous iron transport protein A	characterized	characterized	2.76940645024E-05	1.00	0.818	0.297	0.247	N	N	N	ferrous iron transporter, protein A	Transport; Transport of small molecules: Cations	Ferrous iron uptake, required for full FeoB activity	Met 	ferrous iron import
False	EG12147	npr	phosphorelay protein Npr	characterized	characterized	0.00002051	1.00	0.74	0.302	0.297	N	N	u	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)	Transport; Transport of small molecules: Other	NPr, N-regulated HPr-like protein	Met 	N/A
False	EG12172	hinT	purine nucleoside phosphoramidase monomer	characterized	characterized	4.07001449452E-05	1.00	0.717	0.355	0.421	N	u	N	purine nucleoside phosphoramidase, dadA activator protein	Null	Activator of DadA, D-alanine catabolism; purine nucleoside phosphoramidase; aminoacyl-adenylate hydrolase	Met 	D-alanine catabolic process
False	EG12258	bcsZ	endo-1,4-D-glucanase	characterized	characterized	7.63463407171E-07	0.28	0.75	0.424	0.549	N	N	u	endo-1,4-D-glucanase	Null	Endo-1,4-D-glucanase; breaks down carboxymethylcellulose; periplasmic cellulase	Met 	cellulose catabolic process
False	EG12322	yadI	AgaX	characterized	unknown	2.58277499396E-06	0.44	0.735	0.394	0.465	E	N	u	putative PTS Enzyme IIA	Putative transport; Not classified	Predicted PTS Enzyme IIA, sugar specificity unknown	Met 	N/A
True	EG12352	ppiC	peptidyl-prolyl <i>cis-trans</i> isomerase C (rotamase C)	characterized	characterized	4.02411689269E-05	1.00	0.807	0.453	0.47	N	N	u	peptidyl-prolyl cis-trans isomerase C (rotamase C)	Enzyme; Proteins - translation and modification	Peptidylprolyl-cis-trans isomerase C, rotamase	Met 	N/A
False	EG12360	yfaE	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	characterized	unknown	5.02165331615E-05	1.00	0.47	0.3	0.311	N	u	u	ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance	Null	Ferredoxin involved with ribonucleotide reductase cofactor; diferric-tyrosyl radical (Y*) cofactor maintenance	Met 	ferredoxin metabolic process
True	EG12387	lhgO	L-2-hydroxyglutarate oxidase	characterized	characterized	2.05976027262E-06	0.47	0.68	0.317	0.404	-	N	u	L-2-hydroxyglutarate oxidase	Null	L-2-hydroxyglutarate oxidase; second gene in csiD-lhgO-gabDTP-csiR operon	Met 	N/A
True	EG12591	mdoB	phosphoglycerol transferase I	characterized	characterized	6.1165330073E-06	0.91	0.776	0.296	0.325	X	N	u	OPG periplasmic biosynthetic phosphoglycerol transferases I (membrane-bound) and II (soluble);	Enzyme; Osmoregulated periplasmic glucan (OPG) biosynthesis biolsynthesis	OPG biosynthetic phosphoglycerol transferases I and II; periplasmic	Met 	oligosaccharide-lipid intermediate biosynthetic process
False	EG12631	gntU	gluconate transporter GntU	characterized	characterized	8.80739295269E-07	0.31	0.884	0.272	0.306	-	u	N	gluconate transporter, low affinity GNT 1 system	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Low-affinity gluconate transport protein, membrane protein	Met 	gluconate transport
False	EG12853	abgT	p-aminobenzoyl glutamate H<sup>+</sup> symporter	characterized	characterized	6.38112914417E-07	0.16	0.799	0.339	0.308	N	N	N	p-aminobenzoyl-glutamate transporter; membrane protein	Putative transport; Not classified	p-Aminobenzoyl-glutamate transporter; membrane protein	Met 	p-aminobenzoyl-glutamate transport
True	EG20049	dgoA	2-oxo-3-deoxygalactonate 6-phosphate aldolase	characterized	characterized	3.88619940628E-07	0.16	0.82	0.265	0.275	-	N	N	2-oxo-3-deoxygalactonate 6-phosphate aldolase	Enzyme; Degradation of small molecules: Carbon compounds	2-oxo-3-deoxygalactonate 6-phosphate aldolase	Met 	D-galactonate catabolic process
False	G36	fadH	2,4-dienoyl-CoA reductase	characterized	characterized	0.0001422719	1.00	0.758	0.387	0.407	N	N	N	2,4-dienoyl-CoA reductase, NADH and FMN-linked	Orf; Not classified	2,4-dienoyl CoA reductase, NADPH-dependent	Met 	N/A
True	G6140	yagE	CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase	characterized	unknown	3.45139327018E-07	0.03	0.796	0.333	0.548	N	N	u	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage	Phage or Prophage Related	2-keto-3-deoxy gluconate (KDG) aldolase, tetrameric; CP4-6 putative prophage remnant	Met 	N/A
False	G6142	yagG	YagG GPH Transporter	characterized	unknown	2.65609545902E-07	0.06	N.A.	N.A.	N.A.	E	N	N	CP4-6 prophage; putative sugar transporter	Phage or Prophage Related	Putative sugar symporter, function unknown, CP4-6; putative prophage remnant	Met 	N/A
False	G6143	yagH	putative &beta;-xylosidase	characterized	unknown	8.74807499807E-07	0.22	0.81	0.446	0.766	E	N	u	CP4-6 prophage; putative xylosidase/arabinosidase	Phage or Prophage Related	Putative beta-xylosidase, function unknown, CP4-6; putative prophage remnant	Met 	xylan catabolic process
False	G6156	paoB	aldehyde dehydrogenase	characterized	characterized	3.98930265584E-07	0.03	0.788	0.273	0.125	E	N	N	PaoABC aldehyde oxidoreductase, FAD-containing subunit	Enzyme; Not classified	PaoABC aldehyde oxidoreductase, FAD-containing subunit; periplasmic	Met 	purine ribonucleoside salvage
False	G6157	paoA	aldehyde dehydrogenase	characterized	characterized	3.99617852482E-07	0.06	0.8	0.249	0.275	N	N	N	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit	Enzyme; Not classified	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit; periplasmic	Met 	purine ribonucleoside salvage
False	G6193	yahN	predicted neutral amino acid efflux system	unknown	unknown	2.35670525028E-07	0.13	0.813	0.345	0.402	N	N	N	amino acid exporter for proline, lysine, glutamate, homoserine	Transport; Not classified	Amino acid exporter for proline, lysine, glutamate, homoserine	Met 	N/A
True	G6200	prpE	propionyl-CoA synthetase	characterized	characterized	1.03794927539E-07	0.16	0.633	0.349	0.659	N	N	N	propionate--CoA ligase	Putative enzyme; Not classified	Propionate-CoA ligase	Met 	propionate catabolic process
False	G6233	proY	proline H+ symporter - cryptic	characterized	characterized	6.07437413019E-06	0.94	0.774	0.304	0.315	N	N	u	proline-specific permease	Transport; Transport of small molecules: Amino acids, amines	Probable histidine or proline permease	Met 	N/A
True	G6244	fadM	thioesterase III	characterized	characterized	1.01987032038E-06	0.47	0.794	0.317	0.341	N	u	u	long-chain acyl-CoA thioesterase III	Enzyme; fatty acid degradation	Long-chain acyl-CoA thioesterase III	Met 	fatty acid beta-oxidation
False	G6255	mscK	potassium dependent mechanosensitive channel MscK	characterized	characterized	5.67334467068E-06	0.78	0.735	0.308	0.382	N	u	u	mechanosensitive channel protein, intermediate conductance, K+ regulated	Null	Mechanosensitive channel protein, intermediate (smaller, MscS-like) conductance, K+ regulated; regulation of ion balance and turgor pressure at high osmolarity; also may affect activity of mechanosensitive channel MscS	Met 	cellular water homeostasis
True	G6284	allE	<i>S</i>-ureidoglycine aminohydrolase	characterized	characterized	2.97137404177E-06	0.56	0.844	0.376	0.643	N	N	N	S-ureidoglycine aminohydrolase	Enzyme; Purine nitrogen catabolism	S-ureidoglycine aminohydrolase: allantoin for anaerobic nitrogen; allantoin- and glyoxylate-inducible anaerobically	Met 	N/A
False	G6323	ybdG	mechanosensitive channel of miniconductance YbdG monomer	characterized	unknown	0.000003618	0.69	0.816	0.286	0.328	N	N	u	mechanosensitive channel protein, miniconductance	Transport; Transport of small molecules: Other	Mechanosensitive channel protein, MscM-like; heptameric	Met 	N/A
False	G6326	ybdK	carboxylate-amine ligase	characterized	unknown	3.32090132599E-06	0.72	0.732	0.332	0.36	N	N	u	weak gamma-glutamyl:cysteine ligase	Null	Weak gamma-glutamyl:cysteine ligase activity	Met 	glutathione biosynthetic process
True	G6329	ybdL	methionine-oxo-acid transaminase	characterized	unknown	0.00000511	0.78	0.822	0.227	0.32	N	N	N	methionine aminotransferase, PLP-dependent	Putative enzyme; Not classified	Methionine aminotransferase, PLP-dependent	Met 	N/A
False	G6411	ybhF	YbhF	characterized	unknown	4.4251247496E-06	0.84	0.76	0.322	0.355	N	N	u	putative ABC transporter ATPase	Putative transport; Not classified	Putative ABC transporter ATPase	Met 	N/A
False	G6415	mcbA	protein involved in colanic acid production	characterized	characterized	1.69376706323E-06	0.47	0.694	0.274	0.318	N	N	u	colanic acid mucoidy stimulation protein	Null	Stimulates colanic acid mucoidy, YhcN family, periplasmic; suppresses biofilm formation; repressed by McbR	Met 	N/A
False	G6438	gstB	glutathione S-transferase B	characterized	characterized	2.76886652896E-05	1.00	0.726	0.209	0.359	N	N	N	glutathione S-transferase	Enzyme; Biosynthesis of cofactors, carriers: Thioredoxin, glutaredoxin, glutathione	Glutathione transferase, iodoacetate-, bromoacetate-specific; natural substrate unknown	Met 	N/A
False	G6456	hcr	NADH oxidoreductase	characterized	characterized	1.40711110907E-07	0.00	0.777	0.275	0.289	N	N	N	HCP oxidoreductase, NADH-dependent	Putative enzyme; Not classified	Hydrid-cluster protein oxidoreductase; FAD and [2Fe-2S] cofactors, NADH as electron donor	Met 	N/A
False	G6457	hcp	hybrid-cluster protein	characterized	characterized	8.52476216367E-08	0.00	0.801	0.357	0.378	N	N	u	hybrid-cluster [4Fe-2S-2O] subunit of anaerobic terminal reductases	Orf; Not classified	Hydroxylamine reductase, hybrid-cluster [2Fe-2S] protein 	Met 	N/A
False	G6487	ycbX	protein involved in base analog detoxification	characterized	unknown	2.47813828634E-05	1.00	0.818	0.267	0.297	N	N	N	6-N-hydroxylaminopurine detoxification oxidoreductase	Null	6-N-hydroxylaminopurine detoxification oxidoreductase; 2Fe-2S cluster	Met 	toxin catabolic process
False	G6527	efeO	conserved protein	unknown	unknown	0.0001805103	1.00	0.742	0.284	0.318	N	N	N	inactive ferrous ion transporter EfeUOB	Null	Inactive acid-inducible low-pH ferrous ion transporter EfeUOB; acid-inducible periplasmic protein	Met 	response to zinc ion
False	G6573	lolC	LolC	characterized	characterized	1.73002651941E-05	1.00	N.A.	N.A.	N.A.	E	E	u	lipoprotein-releasing system transmembrane protein	Null	LolA-dependent release of lipoproteins from inner membrane; essential gene	Met 	lipoprotein transport
False	G6574	lolD	LolD	characterized	characterized	8.61937363091E-06	1.00	N.A.	N.A.	N.A.	E	E	u	outer membrane-specific lipoprotein transporter subunit	Putative transport; Not classified	LolA-dependent release of lipoproteins from inner membrane; essential gene	Met 	lipoprotein transport
False	G6575	lolE	LolE	characterized	characterized	1.43152595522E-05	1.00	N.A.	N.A.	N.A.	E	E	u	lipoprotein-releasing system transmembrane protein	Putative enzyme; Not classified	LolA-dependent release of lipoproteins from inner membrane; essential gene	Met 	lipoprotein transport
False	G6620	cvrA	YcgO CPA1 Transporter	characterized	characterized	5.64509874075E-06	0.94	0.716	0.317	0.302	N	u	u	putative cation/proton antiporter	Null	Required for growth at low osmolarity; similar to eukaryotic Na+/H+ exchangers, but not involved in Na+ extrusion; proposed to be involved in the regulation of cell volume	Met 	cell volume homeostasis
False	G6639	gmr	modulator of RNase II stability	characterized	characterized	4.54906370978E-06	0.84	0.948	0.33	0.386	N	u	N	cyclic-di-GMP phosphodiesterase; csgD regulator; modulator of RNase II stability	Null	Cyclic-di-GMP phosphodiesterase; csgD regulator; modulates protein stability of RNase II; dual domain protein; defective cyclase domain	Met 	N/A
False	G6660	tpx	lipid hydroperoxide peroxidase	characterized	characterized	0.0002512256	1.00	0.675	0.183	0.167	N	N	N	lipid hydroperoxide peroxidase	Enzyme; Detoxification	Lipid hydroperoxide peroxidase; thiol peroxidase, antioxidant, thioredoxin-dependent; peroxiredoxin; scavengase P20; induced by acid or base	Met 	N/A
True	G6717	paaI	hydroxyphenylacetyl-CoA thioesterase	characterized	characterized	5.24109001184E-07	0.09	0.733	0.228	0.319	N	N	u	hydroxyphenylacetyl-CoA thioesterase	Enzyme; Phenylacetic acid degradation	Hydroxyphenylacetyl-CoA thioesterase; phenylacetate degradation	Met 	N/A
False	G6721	paaY	predicted hexapeptide repeat acetyltransferase	unknown	unknown	4.47144253116E-06	0.91	0.789	0.331	0.352	E	N	u	thioesterase required for phenylacetic acid degradation; trimeric; phenylacetate regulatory and detoxification protein; hexapeptide repeat protein	Enzyme; Phenylacetic acid degradation	Thioesterase required for phenylacetic acid degradation; trimeric; phenylacetate regulatory and detoxification protein; hexapeptide repeat protein	Met 	N/A
False	G6744	ydcO	predicted benzoate transporter	unknown	unknown	7.77514039945E-07	0.28	0.702	0.396	0.637	N	N	u	BenE family inner membrane putative transporter	Putative transport; Not classified	BenE family inner membrane predicted transporter; function unknown	Met 	benzoate transport
False	G6760	curA	NADPH-dependent curcumin/dihydrocurcumin reductase subunit	characterized	characterized	3.76590145974E-06	0.53	0.735	0.389	0.421	N	N	u	curcumin/dihydrocurcumin reductase, NADPH-dependent	Enzyme; Not classified	Curcumin/dihydrocurcumin reductase, NADPH-dependent	Met 	N/A
False	G6784	dosC	diguanylate cyclase	characterized	characterized	1.09478075497E-05	0.94	0.672	0.298	0.445	N	N	N	diguanylate cyclase, cold- and stationary phase-induced oxygen-dependent biofilm regulator	Null	Diguanylate cyclase, binds oxygen, positive biofilm regulator; cold- and stationary phase-induced	Met 	oxygen transport
False	G6787	ydeM	predicted anaerobic sulfatase maturation enzyme; predicted DNA-binding transcriptional regulator	unknown	unknown	8.97401116543E-08	0.00	0.793	0.318	0.36	N	N	N	putative YdeN-specific sulfatase-maturating enzyme	Putative enzyme; Not classified	Predicted YdeN-specific anaerobic sulfatase-maturating enzyme; Radical SAM enzyme	Met 	N/A
False	G6823	gnsB	Qin prophage; predicted protein	unknown	unknown	0.0001226352	1.00	0.765	0.291	0.294	?	N	u	Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)	Phage or Prophage Related	Multicopy suppressor of secG(Cs) and fabA6(Ts), Qin prophage; overexpression increases unsaturated fatty acid content of phospholipids; gnsA paralog	Met 	unsaturated fatty acid biosynthetic process
False	G6839	rspA	mannonate/altronate dehydratase	characterized	characterized	5.38309283039E-07	0.22	0.784	0.361	0.494	N	N	N	bifunctional D-altronate/D-mannonate dehydratase	Phenotype; Global regulatory functions	Bifunctional D-altronate/D-mannonate dehydratase; overproduction prevents homoserine lactone-induced synthesis of RpoS	Met 	N/A
False	G6849	dmsD	DMS reductase maturation protein	characterized	characterized	6.47988163091E-06	0.91	0.805	0.339	0.468	N	N	u	twin-argninine leader-binding protein for DmsA and TorA	Putative enzyme; Not classified	Redox enzyme maturation protein (REMP) for DmsA; twin-arginine leader-binding protein; binds DmsA and TorA TAT signal peptides; required for anaerobic growth on glycerol-DMSO medium; stimulates growth on glycerol-fumarate	Met 	N/A
False	G6866	uidC	membrane-associated protein	characterized	characterized	7.05958622306E-08	0.03	0.708	0.251	0.244	N	N	u	putative outer membrane porin for beta-glucuronides porin protein	Membrane; Inner membrane	Putative OM porin for beta-glucuronides	Met 	N/A
False	G6878	gstA	Gst	characterized	characterized	3.43845425864E-05	1.00	0.725	0.345	0.378	N	N	N	glutathionine S-transferase	Enzyme; Biosynthesis of cofactors, carriers: Thioredoxin, glutaredoxin, glutathione	Glutathione S-transferase; hydrogen peroxide resistance	Met 	N/A
False	G6890	nemA	N-ethylmaleimide reductase	characterized	characterized	4.63891312099E-06	0.91	0.736	0.295	0.411	N	N	N	chromate reductase, quinone reductase, FMN-linked; N-Ethylmaleimide reductase; old yellow enzyme	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Chromate reductase, quinone reductase, FMN-linked; N-Ethylmaleimide reductase; old yellow enzyme	Met 	N/A
